marka,model,raw_real_count,train_real_count,unique_year_count,min_year,max_year,min_km,median_km,max_km,min_price,median_price,max_price,price_cv,price_age_corr,current_hp_support,current_hp_source,current_hp_method,source_distribution,arabam_count,kaggle_count,in_ui_catalog,synthetic_candidate,priority,recommended_synthetic_count,reason,synthetic_safe,safety_reason,interpolation_year_range,interpolation_km_range,interpolation_price_range,exclude,second_wave_score,risk_notes,proposed_synthetic_count,current_scrape_ratio
Peugeot,205,7,7,5,1988.0,1994.0,65000.0,159353.0,250000.0,60000.0,420000.0,1325000.0,0.8283,0.3117,7,brand_model,theil_sen,"arabam=5, kaggle=2",5,2,True,True,CRITICAL,10,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); 5 farkli yil (+10); 5 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (7, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10)",True,,1988-1994,"65,000-250,000","60,000-1,325,000",False,70,"cok eski model (max_year=1994), dusuk ticari onem (-10)",6,0.7142857142857143
Mitsubishi,Galant,7,7,2,1986.0,1990.0,131000.0,281000.0,400000.0,120000.0,150000.0,310000.0,0.3426,-0.1349,7,brand_model,theil_sen,"arabam=2, kaggle=5",2,5,True,True,HIGH,6,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (7, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1986-1990,"131,000-400,000","120,000-310,000",False,70,"cok eski model (max_year=1990), dusuk ticari onem (-10)",6,0.2857142857142857
Mitsubishi,Space Wagon,4,4,2,1996.0,1998.0,400000.0,440000.0,500000.0,130000.0,230000.0,461000.0,0.5285,-0.3791,4,brand_model,theil_sen,"arabam=1, kaggle=3",1,3,True,True,CRITICAL,4,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 1 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (4, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1996-1998,"400,000-500,000","130,000-461,000",False,70,"cok eski model (max_year=1998), dusuk ticari onem (-10)",6,0.25
Chrysler,Crossfire,3,3,2,2004.0,2006.0,174000.0,310000.0,320000.0,1200000.0,1250000.0,1375000.0,0.0577,-0.9564,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2004-2006,"174,000-320,000","1,200,000-1,375,000",False,70,"cok eski model (max_year=2006), dusuk ticari onem (-10)",6,1.0
Chrysler,Concorde,5,5,3,1995.0,1997.0,113900.0,283000.0,365000.0,190000.0,475000.0,850000.0,0.5018,-0.0696,5,brand_model,theil_sen,"arabam=4, kaggle=1",4,1,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10)",True,,1995-1997,"113,900-365,000","190,000-850,000",False,70,"cok eski model (max_year=1997), dusuk ticari onem (-10)",6,0.8
Volkswagen,Lupo,4,4,2,2001.0,2003.0,229000.0,243500.0,278000.0,250000.0,272500.0,380000.0,0.1807,-0.0656,4,brand_model,theil_sen,arabam=4,4,0,True,True,CRITICAL,4,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (4, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2001-2003,"229,000-278,000","250,000-380,000",False,70,"cok eski model (max_year=2003), dusuk ticari onem (-10)",6,1.0
Falcon,Active 1200,5,4,3,2024.0,2026.0,0.0,0.0,0.0,50000.0,91000.0,115000.0,0.3192,-0.506,4,brand_model,theil_sen,arabam=5,5,0,True,True,CRITICAL,4,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); 5 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (4, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2024-2026,0-0,"50,000-115,000",False,65,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Rolls-Royce,Spectre,4,4,2,2023.0,2024.0,6001.0,6155.5,12000.0,35500000.0,37875000.0,40500000.0,0.0494,-0.7623,4,brand_model,theil_sen,"arabam=2, kaggle=2",2,2,True,True,CRITICAL,8,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); premium/high-value (medyan 37,875,000 >= 2,393,000) (+10); dusuk hp_support/zayif fallback (4, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2023-2024,"6,001-12,000","35,500,000-40,500,000",False,65,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,0.5
Audi,Q4 Sportback,5,5,2,2024.0,2025.0,17000.0,29000.0,40000.0,3170000.0,3299000.0,3840000.0,0.0715,0.4992,5,brand_model,theil_sen,arabam=5,5,0,True,True,CRITICAL,10,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 5 guncel arabam- kayit (+15); premium/high-value (medyan 3,299,000 >= 2,393,000) (+10); dusuk hp_support/zayif fallback (5, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2024-2025,"17,000-40,000","3,170,000-3,840,000",False,65,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Ferrari,California,4,4,2,2010.0,2011.0,42012.0,74950.0,77800.0,8365000.0,10370000.0,11500000.0,0.1162,-0.8946,4,brand_model,theil_sen,"arabam=1, kaggle=3",1,3,True,True,CRITICAL,8,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 1 guncel arabam- kayit (+15); premium/high-value (medyan 10,370,000 >= 2,393,000) (+10); dusuk hp_support/zayif fallback (4, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2010-2011,"42,012-77,800","8,365,000-11,500,000",False,65,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,0.25
Audi,Q8 Sportback E-Tron,6,6,2,2023.0,2024.0,30000.0,47894.0,123000.0,3675750.0,5294499.5,5999500.0,0.1495,-0.4637,6,brand_model,theil_sen,arabam=6,6,0,True,True,CRITICAL,9,"train support 6 (3-7 bandi, +20); synthetic_safe=true (+15); 6 guncel arabam- kayit (+15); premium/high-value (medyan 5,294,500 >= 2,393,000) (+10); dusuk hp_support/zayif fallback (6, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2023-2024,"30,000-123,000","3,675,750-5,999,500",False,65,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Stmax,GF 960,5,5,3,2024.0,2026.0,0.0,0.0,0.0,69000.0,115000.0,140000.0,0.2162,-0.6821,5,brand_model,theil_sen,arabam=5,5,0,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); 5 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2024-2026,0-0,"69,000-140,000",False,65,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
BYD,Seal U,7,7,2,2024.0,2025.0,6001.0,7000.0,50000.0,2275000.0,2515000.0,3000000.0,0.0939,0.2551,7,brand_model,theil_sen,"arabam=4, kaggle=3",4,3,True,True,CRITICAL,10,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); premium/high-value (medyan 2,515,000 >= 2,393,000) (+10); dusuk hp_support/zayif fallback (7, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2024-2025,"6,001-50,000","2,275,000-3,000,000",False,65,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,0.5714285714285714
Ferrari,Roma,3,3,2,2021.0,2022.0,50.0,8000.0,18580.0,30000000.0,32750000.0,38000000.0,0.0988,-0.1473,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,9,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); premium/high-value (medyan 32,750,000 >= 2,393,000) (+10); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2021-2022,"50-18,580","30,000,000-38,000,000",False,65,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Stmax,Elit 2000,3,3,3,2024.0,2026.0,0.0,0.0,0.0,99900.0,112500.0,119900.0,0.0745,-0.6412,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2024-2026,0-0,"99,900-119,900",False,65,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Mercedes - Benz,GLS,5,3,2,2016.0,2017.0,156500.0,180000.0,291000.0,6450000.0,6700000.0,7250000.0,0.0491,-0.9478,3,brand_model,theil_sen,arabam=5,5,0,True,True,CRITICAL,9,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 5 guncel arabam- kayit (+15); premium/high-value (medyan 6,700,000 >= 2,393,000) (+10); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2016-2017,"156,500-291,000","6,450,000-7,250,000",False,65,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Volvo,V70,10,10,8,1999.0,2012.0,180000.0,351250.0,462000.0,449500.0,662375.0,2150000.0,0.6416,0.2355,10,brand_model,theil_sen,"arabam=5, kaggle=5",5,5,True,True,HIGH,10,"train support 10 (8-12 bandi, +12); synthetic_safe=true (+15); 8 farkli yil (+10); 5 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10)",True,,1999-2012,"180,000-462,000","449,500-2,150,000",False,62,yok,3,0.5
Volkswagen,The Beetle,9,9,2,1974.0,1979.0,92635.0,157050.0,240000.0,149999.0,450000.0,950000.0,0.5286,0.6823,9,brand_model,theil_sen,arabam=9,9,0,True,True,CRITICAL,11,"train support 9 (8-12 bandi, +12); synthetic_safe=true (+15); 9 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (9, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10)",True,,1974-1979,"92,635-240,000","149,999-950,000",False,62,yok,3,1.0
Ford,Festiva,11,11,2,1992.0,1994.0,188000.0,289000.0,350000.0,99000.0,119750.0,200000.0,0.239,-0.2608,11,brand_model,theil_sen,arabam=11,11,0,True,True,MEDIUM,6,"train support 11 (8-12 bandi, +12); synthetic_safe=true (+15); 11 guncel arabam- kayit (+15); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1992-1994,"188,000-350,000","99,000-200,000",False,62,yok,3,1.0
Volvo,940,7,7,2,1991.0,1993.0,189000.0,307000.0,516000.0,149000.0,255000.0,940000.0,0.7073,0.1811,7,brand_model,theil_sen,"arabam=4, kaggle=3",4,3,True,True,HIGH,6,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (7, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10)",True,,1991-1993,"189,000-516,000","149,000-940,000",False,60,"cok eski model (max_year=1993), dusuk ticari onem (-10)",4,0.5714285714285714
Audi,Q8 E-Tron,10,9,2,2023.0,2024.0,31000.0,47500.0,76062.0,4750000.0,5100000.0,5400000.0,0.0458,-0.2186,9,brand_model,theil_sen,arabam=10,10,0,True,True,HIGH,7,"train support 9 (8-12 bandi, +12); synthetic_safe=true (+15); 10 guncel arabam- kayit (+15); premium/high-value (medyan 5,100,000 >= 2,393,000) (+10); dusuk hp_support/zayif fallback (9, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2023-2024,"31,000-76,062","4,750,000-5,400,000",False,57,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,1.0
Lexus,LBX,8,8,2,2024.0,2025.0,8000.0,14321.0,62120.0,2120000.0,2457500.0,2975000.0,0.1049,-0.8753,8,brand_model,theil_sen,arabam=8,8,0,True,True,CRITICAL,10,"train support 8 (8-12 bandi, +12); synthetic_safe=true (+15); 8 guncel arabam- kayit (+15); premium/high-value (medyan 2,457,500 >= 2,393,000) (+10); dusuk hp_support/zayif fallback (8, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2024-2025,"8,000-62,120","2,120,000-2,975,000",False,57,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
BMW,X4,6,6,2,2014.0,2015.0,175000.0,212500.0,412000.0,1455000.0,1661950.0,2159900.0,0.1514,0.4071,6,brand_model,theil_sen,arabam=6,6,0,True,True,CRITICAL,9,"train support 6 (3-7 bandi, +20); synthetic_safe=true (+15); 6 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (6, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2014-2015,"175,000-412,000","1,455,000-2,159,900",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Fiat,Ulysse,27,7,2,2023.0,2024.0,24000.0,52000.0,75000.0,1199000.0,1395000.0,1475000.0,0.0755,0.46,7,brand_model,theil_sen,arabam=27,27,0,True,True,HIGH,6,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); 27 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (7, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2023-2024,"24,000-75,000","1,199,000-1,475,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Regal Raptor,K3,6,5,2,2025.0,2026.0,0.0,0.0,0.0,145200.0,174990.0,225000.0,0.1445,0.7235,5,brand_model,theil_sen,arabam=6,6,0,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 6 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2025-2026,0-0,"145,200-225,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Apachi,Kont,3,3,2,2023.0,2026.0,0.0,0.0,0.0,52900.0,55000.0,159500.0,0.5583,-0.5267,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2023-2026,0-0,"52,900-159,500",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Arora,Jaguar,3,3,2,2025.0,2026.0,0.0,0.0,0.0,55070.0,58680.0,78000.0,0.1575,0.3443,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2025-2026,0-0,"55,070-78,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Infiniti,M,3,3,2,2011.0,2012.0,120000.0,129000.0,201000.0,1450000.0,1775000.0,1950000.0,0.1201,0.9506,3,brand_model,theil_sen,"arabam=1, kaggle=2",1,2,True,True,CRITICAL,9,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 1 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2011-2012,"120,000-201,000","1,450,000-1,950,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,0.3333333333333333
Subaru,Crosstrek,3,3,2,2023.0,2024.0,32000.0,74500.0,105000.0,2199999.0,2215000.0,2650000.0,0.0886,-0.9995,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,9,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2023-2024,"32,000-105,000","2,199,999-2,650,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Alfa Romeo,Junior Speciale,3,3,2,2024.0,2025.0,11950.0,21500.0,25690.0,1800000.0,1829950.0,1975000.0,0.0409,0.3486,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,9,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2024-2025,"11,950-25,690","1,800,000-1,975,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
RKS,M5,5,5,2,2022.0,2023.0,6001.0,6001.0,6500.0,210000.0,230000.0,250000.0,0.0621,0.6559,5,brand_model,theil_sen,"arabam=2, kaggle=3",2,3,True,True,CRITICAL,6,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2022-2023,"6,001-6,500","210,000-250,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,0.4
Kia,Optima,5,5,2,2012.0,2013.0,228000.0,268000.0,366000.0,835000.0,1100000.0,1150000.0,0.1204,0.8302,5,brand_model,theil_sen,"arabam=4, kaggle=1",4,1,True,True,CRITICAL,10,"train support 5 (3-7 bandi, +20); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (5, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2012-2013,"228,000-366,000","835,000-1,150,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,0.8
Arora,Polo Plus,7,7,2,2025.0,2026.0,0.0,0.0,6001.0,135000.0,174990.0,209999.0,0.1227,-0.6778,7,brand_model,theil_sen,arabam=7,7,0,True,True,HIGH,6,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); 7 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (7, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2025-2026,"0-6,001","135,000-209,999",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Ortimobil,Alexa,6,6,2,2025.0,2026.0,0.0,0.0,6005.0,639900.0,745000.0,850000.0,0.0885,-0.3542,6,brand_model,theil_sen,arabam=6,6,0,True,True,CRITICAL,9,"train support 6 (3-7 bandi, +20); synthetic_safe=true (+15); 6 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (6, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2025-2026,"0-6,005","639,900-850,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Motolux,Fayton Fx 11,3,3,2,2024.0,2025.0,0.0,0.0,6001.0,63000.0,67000.0,78000.0,0.0915,-0.96,3,brand_model,theil_sen,arabam=3,3,0,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2024-2025,"0-6,001","63,000-78,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Kuba,City,4,3,2,2023.0,2024.0,0.0,6001.0,10000.0,245000.0,249000.0,279999.0,0.0606,-0.4007,3,brand_model,theil_sen,"arabam=3, kaggle=1",3,1,True,True,CRITICAL,5,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2023-2024,"0-10,000","245,000-279,999",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,0.75
Kimmi,Triporter,4,4,2,2025.0,2026.0,0.0,0.0,0.0,123000.0,129900.0,139000.0,0.0513,-0.4752,4,brand_model,theil_sen,arabam=4,4,0,True,True,CRITICAL,4,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 4 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (4, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2025-2026,0-0,"123,000-139,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,1.0
Hyundai,Genesis,4,4,2,2010.0,2011.0,110773.0,166500.0,185000.0,980000.0,1142500.0,1250000.0,0.0895,0.8701,4,brand_model,theil_sen,"arabam=3, kaggle=1",3,1,True,True,CRITICAL,8,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 3 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (4, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2010-2011,"110,773-185,000","980,000-1,250,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,0.75
Ferrari,430,4,4,2,2008.0,2009.0,23434.0,51750.0,59800.0,7850000.0,13225000.0,16250000.0,0.2713,-0.4816,4,brand_model,theil_sen,"arabam=1, kaggle=3",1,3,True,True,CRITICAL,4,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 1 guncel arabam- kayit (+15); premium/high-value (medyan 13,225,000 >= 2,393,000) (+10); dusuk hp_support/zayif fallback (4, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2008-2009,"23,434-59,800","7,850,000-16,250,000",False,55,"interpolasyon alani dar (yil veya km araligi cok kisitli) (-15); cok eski model (max_year=2009), dusuk ticari onem (-10)",4,0.25
Honda,CR-Z,4,4,2,2011.0,2012.0,71500.0,206000.0,275000.0,500000.0,600000.0,800000.0,0.1752,-0.7684,4,brand_model,theil_sen,"arabam=2, kaggle=2",2,2,True,True,CRITICAL,8,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 2 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (4, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2011-2012,"71,500-275,000","500,000-800,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,0.5
Chery,Niche,3,3,2,2011.0,2012.0,78000.0,93000.0,205000.0,375000.0,535000.0,540000.0,0.1585,0.9997,3,brand_model,theil_sen,"arabam=1, kaggle=2",1,2,True,True,CRITICAL,9,"train support 3 (3-7 bandi, +20); synthetic_safe=true (+15); 1 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (3, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2011-2012,"78,000-205,000","375,000-540,000",False,55,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),4,0.3333333333333333
Anadol,A2 SL,10,9,6,1972.0,1984.0,89056.0,140000.0,245000.0,90000.0,165000.0,250000.0,0.2611,0.1923,9,brand_model,theil_sen,kaggle=10,0,10,True,True,HIGH,7,"train support 9 (8-12 bandi, +12); synthetic_safe=true (+15); 6 farkli yil (+10); dusuk hp_support/zayif fallback (9, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1972-1984,"89,056-245,000","90,000-250,000",False,52,"sadece Kaggle/legacy kaynak, guncel scrape yok (-15)",3,0.0
Jaguar,Daimler,4,4,3,1992.0,1998.0,155000.0,235000.0,313000.0,800000.0,1167500.0,1750000.0,0.2817,-0.0164,4,brand_model,theil_sen,kaggle=4,0,4,True,True,CRITICAL,4,"train support 4 (3-7 bandi, +20); synthetic_safe=true (+15); 3 farkli yil (+10); dusuk hp_support/zayif fallback (4, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1992-1998,"155,000-313,000","800,000-1,750,000",False,50,"sadece Kaggle/legacy kaynak, guncel scrape yok (-15); cok eski model (max_year=1998), dusuk ticari onem (-10)",4,0.0
Lexus,GS,7,7,2,2016.0,2023.0,8000.0,25000.0,90500.0,1265000.0,1315000.0,2745000.0,0.3314,0.9965,7,brand_model,theil_sen,kaggle=7,0,7,True,True,CRITICAL,10,"train support 7 (3-7 bandi, +20); synthetic_safe=true (+15); dusuk hp_support/zayif fallback (7, brand_model) (+10); interpolasyon araligi (yil+km) yeterli genislikte (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2016-2023,"8,000-90,500","1,265,000-2,745,000",False,50,"sadece Kaggle/legacy kaynak, guncel scrape yok (-15)",4,0.0
Reeder,Reev Fancy,10,9,2,2025.0,2026.0,6000.0,6010.0,6666.0,281500.0,350000.0,410000.0,0.1271,-0.5575,9,brand_model,theil_sen,arabam=10,10,0,True,True,HIGH,7,"train support 9 (8-12 bandi, +12); synthetic_safe=true (+15); 10 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (9, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,2025-2026,"6,000-6,666","281,500-410,000",False,47,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,1.0
Daewoo,Racer,9,9,2,1996.0,1997.0,111111.0,215000.0,350000.0,51500.0,125000.0,185000.0,0.3246,-0.2352,9,brand_model,theil_sen,"arabam=6, kaggle=3",6,3,True,True,HIGH,7,"train support 9 (8-12 bandi, +12); synthetic_safe=true (+15); 6 guncel arabam- kayit (+15); dusuk hp_support/zayif fallback (9, brand_model) (+10); fiyat davranisi tutarli (yasla aciklanan varyans veya dusuk cv) (+10)",True,,1996-1997,"111,111-350,000","51,500-185,000",False,47,interpolasyon alani dar (yil veya km araligi cok kisitli) (-15),3,0.6666666666666666
